canonical_company_id,old_queue_rank,preliminary_score,company_name,domain,website_url,linkedin_company_url,linkedin_slug,country,locality,employee_headcount_numeric,employee_range,company_type,business_type,revenue_band,funding_band,industry,subindustry,pattern_tags,founded_year,follower_count,b2b_signals,saas_signals,bucket,bucket_reason,description,derived_description,filter_date
SQ057641,9832,60,Waypoint AI,mywaypoint.ai,https://mywaypoint.ai,https://www.linkedin.com/company/waypoint-ai,waypoint-ai,United States,"San Francisco, CA",19.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Enterprise Software Solutions,AI and ML Platforms","B2B, AI-driven, SaaS",2024.0,964.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions,AI and ML Platforms)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"WaypointAI manages escalation triage, deflection, routing and postmortems so your developers can stay focused on building. Powered by our proprietary EscalationGraph and large‑language‑model agents, Waypoint searches across chat, tickets, logs and code to generate runbooks, surface root‑cause and publish living postmortems—automatically.

 Hands‑free triage & routing – 95% first‑touch accuracy plus priority recommendations.
 Auto‑generated Runbooks – Deflection steps, duplicate detection and resolution paths ready in seconds.
 AI‑written Postmortems – Root‑cause, learnings and action items shi","Waypoint AI offers an AI-driven platform designed to automate and streamline the management of engineering escalations. Their solution integrates with existing support and engineering tools, using LLMs to build a knowledge graph that intelligently distinguishes between user expectations and the reality of the code. By automating the process from intake to pull request, Waypoint AI aims to reduce the engineering capacity consumed by escalations, offering a copilot or agent that can augment or autonomously manage escalations.",2026-09-14
SQ059187,9871,60,Breakout,getbreakout.ai,https://getbreakout.ai,https://www.linkedin.com/company/breakoutai,breakoutai,United States,San Francisco Bay Area,35.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Enterprise Software Solutions,AI and ML Platforms","B2B, AI, Lead Generation",2024.0,8337.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions,AI and ML Platforms)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"At Breakout, we believe your website should be your best rep.

Breakout captures AI search traffic, converts better with live engagement, and decreases drop-offs, generating MORE qualified leads. Connect with us to know how do we do this.

Seamlessly integrated with top CRMs, Breakout takes the guesswork out of lead management and transforms your website into your best source of pipeline.

If you’re ready to level up your buyer experience, streamline your pipeline, and shorten sales cycles, let’s break out together!

Breakout is founded by ex-Google AI team and raised from the likes of Village","Breakout is a B2B SaaS company that provides an AI-powered conversation engine designed to personalize engagement with website visitors. Their platform acts as a digital sales development representative (SDR), delivering interactive demos, qualification questions, and real-time insights to sales teams. Breakout integrates with popular CRMs, aiming to convert website traffic into qualified leads and streamline the sales pipeline by providing BANT analysis before first meetings.",2026-09-14
SQ061725,9928,60,Comp AI,trycomp.ai,https://trycomp.ai,https://www.linkedin.com/company/trycompai,trycompai,United States,"San Francisco, California",16.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Enterprise Software Solutions,Legal Services and Regulatory Compliance","B2B, SaaS, Open Source",2025.0,2883.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions,Legal Services and R)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"Comp AI gets companies compliant with SOC 2, ISO 27001, GDPR, HIPAA frameworks in hours.

Trusted by teams like Dub, Scribe, and Repacket.

We connects to your stack, automate evidence collection, track controls, manage vendors, and keep you compliant 24/7. We bundle the platform, support, and audit into one simple plan that helps teams move fast.","Comp AI is an open-source compliance automation platform designed to streamline the process of achieving and maintaining compliance with standards like SOC 2, ISO 27001, and GDPR. The platform offers features such as automated evidence collection, continuous monitoring, risk and vendor management, and pre-mapped controls for multiple compliance frameworks. Comp AI targets both startups and enterprises, providing a unified platform to reduce the time and cost traditionally associated with compliance. It differentiates itself by being open-source, promoting transparency, adaptability, and commun",2026-09-14
SQ067498,10078,60,FirstWork (YC S24),firstwork.com,https://firstwork.com,https://www.linkedin.com/company/firstworkhr,firstworkhr,United States,San Francisco,22.0,11-50 employees,Privately Held,B2B,0-500K,$5M - $10M,Software Development,"Human Resources, Staffing and Recruitment,Enterprise Software Solutions","B2B, SaaS, HR Tech",2024.0,2594.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Human Resources, Staffing and Recruitment,Enterpri)",affordability_exception,revenue 0-500K contradicted by funding $5M - $10M,Firstwork is a next-generation HR platform designed specifically for companies with dynamic workforce needs. Our mission is to build the all-in-one HR and compliance platform cutting onboarding time >75%.,"Firstwork is an HR platform designed for companies with dynamic workforce needs, particularly those employing hourly or frontline workers. The platform streamlines and accelerates the HR processes of hiring, onboarding, training, payroll, and analytics by leveraging AI-powered automations and a unified interface. Firstwork distinguishes itself by reducing workers' time-to-earn, improving hiring quality, and saving companies costs in industries such as education, field operations, healthcare, hospitality, logistics, and transportation.",2026-09-14
SQ105119,10467,60,Ravenna,ravenna.ai,https://ravenna.ai,https://www.linkedin.com/company/ravenna-ai,ravenna-ai,United States,"Seattle, WA",40.0,11-50 employees,Privately Held,,,$10M - $25M,"Technology, Information and Internet",,,2024.0,2165.0,description addresses businesses/teams/organisations,explicit SaaS / cloud / enterprise-software / platform language,affordability_exception,revenue (missing) retained on funding $10M - $25M,Helping IT and Operations teams deliver incredible support to their colleagues since 2024.,,2026-09-14
SQ111097,11806,59,iDonate,idonate.com,https://idonate.com,https://www.linkedin.com/company/idonate-com,idonate-com,United States,"Dallas, Texas",44.0,11-50 employees,Privately Held,B2B,500K-1M,$5M - $10M,Fundraising,"Enterprise Software Solutions,NGOs, Charities and Community Organizations","B2B, SaaS, Nonprofit",,4428.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Enterprise Software Solutions,NGOs, Charities and )",affordability_exception,revenue 500K-1M retained on funding $5M - $10M,"At iDonate, we believe the moment a donor feels inspired should be the moment they can give—without friction, redirects, or lost momentum.

That’s why we build giving experiences designed to meet donors where they are. Our mobile-first donation forms, pop-up tools, and optimization features help nonprofits turn more website visitors into donors—without needing more traffic.

The average nonprofit loses 87% of potential donors on their giving page. We exist to fix that.

From smarter donation form design to built-in recurring giving prompts, iDonate helps mission-driven teams launch fast, conve","iDonate is a software platform designed to help nonprofit organizations build and optimize their online donation pages to improve donor conversion rates. They provide tools for creating donation forms, A/B testing different page designs, implementing recurring gift prompts, and generating reports. The platform also offers integrations with popular CRM systems. iDonate differentiates itself by focusing on optimizing the donor experience and providing features that help nonprofits increase their online fundraising success. They offer solutions tailored to various nonprofit sectors, including fai",2026-09-14
SQ000434,11821,58,"Proven Software, Inc.",provensoftware.com,https://provensoftware.com,https://www.linkedin.com/company/proven-software,proven-software,United States,"Washington, D.C.",16.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Healthcare Software,Digital Health and Telemedicine","B2B, SaaS, Healthcare IT",2023.0,466.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Healthcare Software,Digital Health and Telemedicin)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"Proven Software delivers an innovative and impactful solution to Behavioral Health & Physical Therapy providers while leveraging modern technology. 

Proven’s mission is to improve the quality of care by reducing clicks in the software and increasing quality time with patients.

With decades of experience growing and scaling successful healthcare companies, the Proven Leadership team saw a significant gap in the Behavioral Health and Physical Therapy software market. Proven is excited to deliver a modern EHR with AI designed and optimized for providers, front desk, and billers.

Proven wants y","Proven Software, Inc. delivers an innovative and impactful EHR solution tailored for Physical Therapy providers. The platform uses modern technology and AI to improve the quality of care by reducing administrative burden and increasing patient interaction time. Proven's EHR is designed and optimized for providers, focusing on efficiency in billing, charting, and scheduling. The leadership team has decades of experience in growing and scaling successful healthcare companies.",2026-09-14
SQ015851,12077,58,Nowigence,nowigence.com,https://nowigence.com,https://www.linkedin.com/company/nowigence-inc.,nowigence-inc.,United States,"Ballston Lake, New York",16.0,11-50 employees,Privately Held,B2B,0-500K,$5M - $10M,"Technology, Information and Internet","AI and ML Platforms,Data and Analytics Software","B2B, SaaS, AIaaS",2018.0,1675.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (AI and ML Platforms,Data and Analytics Software)",affordability_exception,revenue 0-500K contradicted by funding $5M - $10M,"We develop AI SaaS downstream applications that do not require software engineers or data scientists to implement. We automate data comprehension with on-premise and cloud-based applications offering full privacy, data source traceability and security. Our proprietary app called researchwork.ai has built-in tools that are used daily by researchers in enterprises, archives, and academic institutes to consume archival information more efficiently slicing and dicing vast amounts of information into useful data points driving innovation. 

We are also the backend AI technology for our customer's i","Nowigence is an AI SaaS company specializing in downstream AI applications that automate data comprehension for various sectors. Their flagship product, researchwork.ai, is a research tool used by enterprises, archives, and academic institutions to efficiently process and analyze large volumes of archival information. Nowigence also develops custom AI applications for clients, emphasizing speed, reliability, and data privacy. They differentiate themselves by providing solutions that don't require in-house software engineers or data scientists, offering full data source traceability and secure ",2026-09-14
SQ026300,12173,58,GrowDirector,growdirector.com,https://growdirector.com,https://www.linkedin.com/company/growdirector,growdirector,United States,"Columbus, Ohio",17.0,11-50 employees,Privately Held,B2B,500K-1M,$1M - $5M,Horticulture,"AgriTech and Precision Farming,Agriculture and Forestry Software","AgriTech, AI-powered, Greenhouse Automation",2015.0,2687.0,Business Type contains B2B,"SubIndustry is software/platform (AgriTech and Precision Farming,Agriculture and For); recurring/subscription/licence language",affordability_exception,revenue 500K-1M retained on funding $1M - $5M,"For over 10 years, GrowDirector has been the trusted partner for greenhouse growers worldwide seeking to cut costs and simplify operations. Today, we introduce our most advanced solution yet: the GrowDirector 4 PRO. It's an intelligent automation system engineered to make your greenhouse more profitable and easier to manage.

The GrowDirector 4 PRO is designed to solve the real-world challenges of commercial horticulture by delivering practical, cost-effective automation that works with your existing setup.

Why Growers Choose GrowDirector 4 PRO:

Effortless Installation & Integration: Our ful","GrowDirector provides AI-powered climate controllers and software for commercial growers. Their products automate and optimize growing environments, reducing labor costs and improving yields. They offer a range of sensors, controllers, and a mobile app for remote monitoring and management. GrowDirector distinguishes itself through its AI-driven predictive analytics and customized recommendations for crop health and management.",2026-09-14
SQ056306,12409,58,Roboto AI,roboto.ai,https://roboto.ai,https://www.linkedin.com/company/robotoai,robotoai,United States,"Seattle, WA",12.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Manufacturing Software,AI and ML Platforms","B2B, SaaS, Robotics",2022.0,3538.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Manufacturing Software,AI and ML Platforms)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"Roboto is the analytics engine for robotics and physical AI.

The world is entering a golden age of robots and autonomous systems, but the data they generate is growing exponentially and legacy tools weren’t built to handle it.

Founded by former Amazon Robotics engineers, Roboto is a new kind of platform, purpose-built for managing and analyzing robotics data at scale — using AI to get insights faster.

Leading robotics companies rely on Roboto to power critical workflows, helping them build smarter, safer, and more reliable systems.","Roboto AI is a data platform designed for robotics and embodied AI, empowering teams to search, transform, and analyze multimodal data from robots at scale. The platform supports robotics data formats natively and leverages AI to streamline the exploration and analysis of massive datasets. It offers features like data management, actions to process and transform data, event highlighting, and powerful multimodal search capabilities through Python SDK and CLI. Roboto AI's mission is to accelerate the deployment of robots by using AI to streamline data processing, helping humans understand machin",2026-09-14
SQ061327,12491,58,Corksy,vinebase.com,https://vinebase.com,https://www.linkedin.com/company/corksy,corksy,United States,"Irvine, California",16.0,11-50 employees,Privately Held,B2B,0-500K,$5M - $10M,Software Development,Retail and Ecommerce Software,"B2B, SaaS, Wine Industry",2022.0,4257.0,Business Type contains B2B; Pattern Tags contain B2B,Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Retail and Ecommerce Software),affordability_exception,revenue 0-500K contradicted by funding $5M - $10M,"Corksy provides the wine industry with best-in-class solutions for mastering DTC operations. As a winery’s trusted partner, Corksy offers a comprehensive platform, partnership & service ecosystem enabling wineries to drive more revenue and enhance customer experiences. Corksy’s robust platform enables seamless management of eCommerce, website, club, reservation, POS & marketing with valuable insights through comprehensive dashboards and analytics. With native technology integrations and dedicated client support services, Corksy ensures wineries can fully leverage technology to scale their busi","Corksy (Vinebase) provides a comprehensive eCommerce and marketing platform designed specifically for wineries and wine retailers. Their platform offers tools for website building, retail POS, wine club management, reservation and booking management, marketing automation, and analytics. What differentiates Corksy is its focus on the wine industry, providing a single platform that integrates all the necessary tools for wineries to manage their direct-to-consumer sales, enhance customer experiences, and consolidate their technology.",2026-09-14
SQ064498,12529,58,Parakeet Health,parakeethealth.com,https://parakeethealth.com,https://www.linkedin.com/company/parakeet-health,parakeet-health,United States,"San Francisco, CA",13.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,Software Development,"Healthcare Software,AI and ML Platforms","B2B, SaaS, AI in Healthcare",2023.0,1834.0,Business Type contains B2B; Pattern Tags contain B2B,"Pattern Tags contain SaaS; explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Healthcare Software,AI and ML Platforms)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,"Parakeet Health is a unified AI patient engagement platform that helps healthcare organizations enhance the patient experience, increase revenue, and reduce administrative costs. It automates repetitive tasks such as appointment scheduling, referrals, follow-ups, and care gap closures through intelligent calls and text messaging. Our virtual agent answers calls 24/7, ensuring patients never wait on hold and always receive timely care.

Reaching out and following up with patients can be tedious. Parakeet Health automates proactive outbound calls to schedule annual wellness visits and post-disch","Parakeet Health is an AI patient engagement platform designed to help healthcare organizations improve patient experience, increase patient retention, and reduce administrative costs. The platform automates patient communication by answering calls with zero wait times and automating repetitive tasks such as appointment scheduling, referral management, and patient outreach via calls, texts, and web, 24/7. Parakeet Health differentiates itself through the use of AI voice agents that integrate directly with EHR and practice management systems, providing accurate and consistent service while lower",2026-09-14
SQ100327,12654,58,Tensor9,tensor9.com,https://tensor9.com,https://www.linkedin.com/company/tensor9,tensor9,United States,"Seattle, WA",13.0,11-50 employees,Privately Held,B2B,0-500K,$1M - $5M,"Technology, Information and Internet","Security and Identity Software,Enterprise Software Solutions","B2B, Enterprise SaaS, Security Compliance",2023.0,488.0,Business Type contains B2B; Pattern Tags contain B2B,"explicit SaaS / cloud / enterprise-software / platform language; SubIndustry is software/platform (Security and Identity Software,Enterprise Software)",affordability_exception,revenue 0-500K contradicted by funding $1M - $5M,Tensor9 is an enterprise Any-Prem platform.  It enables SaaS vendors to sell to enterprise and regulated customers that can’t share sensitive data.,"Tensor9 is an enterprise Any-Prem platform provider that enables SaaS vendors to extend their reach to enterprise and regulated customers who have strict data residency or security requirements. Its core offering uses a ""digital twin""technology that allows SaaS applications to be deployed seamlessly across multiple environments, including AWS, Azure, GCP, on-premise, and even air-gapped environments, without requiring code modifications. This ensures data privacy, compliance, and customer control, making it easier for vendors to access sensitive markets and siloed data.",2026-09-14
